timestamp,temperature,humidity,pressure,wind_speed,cloud_cover,hour,day,month,lat,lon
2025-07-03 09:00:00,13.7,79,1010.3,12.4,67,9,3,7,37.7749,-122.4194
2025-07-03 10:00:00,14.7,74,1010.4,13.1,39,10,3,7,37.7749,-122.4194
2025-07-03 11:00:00,15.6,69,1010.4,14.8,10,11,3,7,37.7749,-122.4194
2025-07-03 12:00:00,16.4,65,1010.4,17.6,7,12,3,7,37.7749,-122.4194
2025-07-03 13:00:00,17.2,61,1010.5,21.5,3,13,3,7,37.7749,-122.4194
2025-07-03 14:00:00,17.7,59,1010.4,24.3,0,14,3,7,37.7749,-122.4194
2025-07-03 15:00:00,17.8,61,1010.2,26.0,0,15,3,7,37.7749,-122.4194
2025-07-03 16:00:00,17.5,64,1009.9,27.4,0,16,3,7,37.7749,-122.4194
2025-07-03 17:00:00,17.2,69,1009.8,27.4,0,17,3,7,37.7749,-122.4194
2025-07-03 18:00:00,16.6,75,1009.9,25.9,0,18,3,7,37.7749,-122.4194
2025-07-03 19:00:00,15.8,81,1010.1,23.4,0,19,3,7,37.7749,-122.4194
2025-07-03 20:00:00,15.2,86,1010.4,20.3,0,20,3,7,37.7749,-122.4194
2025-07-03 21:00:00,14.9,89,1010.7,16.5,0,21,3,7,37.7749,-122.4194
2025-07-03 22:00:00,14.9,91,1011.0,12.2,0,22,3,7,37.7749,-122.4194
2025-07-03 23:00:00,14.8,93,1011.1,9.3,0,23,3,7,37.7749,-122.4194
2025-07-04 00:00:00,14.6,94,1010.9,8.3,0,0,4,7,37.7749,-122.4194
2025-07-04 01:00:00,14.5,94,1010.5,8.3,0,1,4,7,37.7749,-122.4194
2025-07-04 02:00:00,14.3,94,1010.3,8.4,0,2,4,7,37.7749,-122.4194
2025-07-04 03:00:00,13.9,94,1010.4,8.6,1,3,4,7,37.7749,-122.4194
2025-07-04 04:00:00,13.4,93,1010.7,8.8,2,4,4,7,37.7749,-122.4194
2025-07-04 05:00:00,13.2,92,1011.1,9.4,3,5,4,7,37.7749,-122.4194
2025-07-04 06:00:00,13.2,90,1011.5,9.0,4,6,4,7,37.7749,-122.4194
2025-07-04 07:00:00,13.5,87,1012.0,8.6,5,7,4,7,37.7749,-122.4194
2025-07-04 08:00:00,14.1,84,1012.4,9.4,6,8,4,7,37.7749,-122.4194
2025-07-04 09:00:00,15.0,80,1012.6,12.0,4,9,4,7,37.7749,-122.4194
2025-07-04 10:00:00,16.2,75,1012.7,15.6,2,10,4,7,37.7749,-122.4194
2025-07-04 11:00:00,17.2,71,1012.7,19.3,0,11,4,7,37.7749,-122.4194
2025-07-04 12:00:00,17.6,67,1012.6,22.3,0,12,4,7,37.7749,-122.4194
2025-07-04 13:00:00,17.8,64,1012.4,25.4,0,13,4,7,37.7749,-122.4194
2025-07-04 14:00:00,17.8,62,1012.1,27.3,0,14,4,7,37.7749,-122.4194
2025-07-04 15:00:00,17.7,62,1011.8,27.6,0,15,4,7,37.7749,-122.4194
2025-07-04 16:00:00,17.5,64,1011.4,26.8,0,16,4,7,37.7749,-122.4194
2025-07-04 17:00:00,17.1,67,1011.1,25.2,0,17,4,7,37.7749,-122.4194
2025-07-04 18:00:00,16.4,73,1011.0,22.8,0,18,4,7,37.7749,-122.4194
2025-07-04 19:00:00,15.5,80,1011.0,19.8,0,19,4,7,37.7749,-122.4194
2025-07-04 20:00:00,14.7,86,1011.0,17.3,0,20,4,7,37.7749,-122.4194
2025-07-04 21:00:00,14.1,89,1011.0,15.5,33,21,4,7,37.7749,-122.4194
2025-07-04 22:00:00,13.7,90,1011.1,14.5,67,22,4,7,37.7749,-122.4194
2025-07-04 23:00:00,13.4,90,1011.0,13.1,100,23,4,7,37.7749,-122.4194
